IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,FactValueNumeric,FactValueNumericPrefix,FactValueNumeric1,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.45,121.05,120.9,,,114.8,,126.9,120.9 [114.8 – 126.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.75,121.35,121.2,,,115.6,,126.8,121.2 [115.6 – 126.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.05,121.65,121.5,,,116.3,,126.9,121.5 [116.3 – 126.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.35,121.95,121.8,,,116.8,,126.9,121.8 [116.8 – 126.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.6,122.25,122.1,,,117.3,,127,122.1 [117.3 – 127],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.9,122.5,122.4,,,117.8,,127.1,122.4 [117.8 – 127.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.15,122.75,122.6,,,118.2,,127.2,122.6 [118.2 – 127.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.4,123.05,122.9,,,118.4,,127.5,122.9 [118.4 – 127.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.7,123.35,123.2,,,118.7,,127.9,123.2 [118.7 – 127.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.95,123.65,123.5,,,118.9,,128.2,123.5 [118.9 – 128.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.25,123.95,123.8,,,119,,128.5,123.8 [119 – 128.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.6,124.25,124.1,,,119.1,,128.9,124.1 [119.1 – 128.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.9,122.1,124.4,,,119.3,,129.4,124.4 [119.3 – 129.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.4,120.05,119.8,,,111.7,,127.7,119.8 [111.7 – 127.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.75,120.5,120.3,,,112.7,,127.7,120.3 [112.7 – 127.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.1,120.95,120.7,,,113.6,,127.7,120.7 [113.6 – 127.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.5,121.4,121.2,,,114.5,,127.8,121.2 [114.5 – 127.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.8,121.85,121.6,,,115.2,,128,121.6 [115.2 – 128],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.2,122.3,122.1,,,115.8,,128.2,122.1 [115.8 – 128.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.5,122.75,122.5,,,116.5,,128.5,122.5 [116.5 – 128.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.85,123.2,123,,,117,,128.8,123 [117 – 128.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.15,123.6,123.4,,,117.5,,129.2,123.4 [117.5 – 129.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.45,124.05,123.8,,,118,,129.5,123.8 [118 – 129.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.8,124.5,124.3,,,118.5,,129.9,124.3 [118.5 – 129.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.1,124.9,124.7,,,119,,130.3,124.7 [119 – 130.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.35,123.05,125.1,,,119.5,,130.7,125.1 [119.5 – 130.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.1,121.15,121,,,117.3,,124.8,121 [117.3 – 124.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.4,121.45,121.3,,,117.9,,124.7,121.3 [117.9 – 124.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.65,121.75,121.6,,,118.5,,124.7,121.6 [118.5 – 124.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.95,122,121.9,,,119,,124.7,121.9 [119 – 124.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.2,122.25,122.1,,,119.5,,124.8,122.1 [119.5 – 124.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.45,122.5,122.4,,,119.8,,125,122.4 [119.8 – 125],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.65,122.75,122.6,,,120.2,,125.1,122.6 [120.2 – 125.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.9,123,122.9,,,120.5,,125.3,122.9 [120.5 – 125.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.05,123.2,123.1,,,120.8,,125.5,123.1 [120.8 – 125.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.25,123.35,123.3,,,121,,125.6,123.3 [121 – 125.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.35,123.5,123.4,,,121.2,,125.7,123.4 [121.2 – 125.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.5,123.7,123.6,,,121.3,,125.9,123.6 [121.3 – 125.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.65,123.05,123.8,,,121.5,,126.1,123.8 [121.5 – 126.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.9,122.45,122.3,,,116.7,,127.7,122.3 [116.7 – 127.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.15,122.8,122.6,,,117.6,,127.6,122.6 [117.6 – 127.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.45,123.15,123,,,118.4,,127.5,123 [118.4 – 127.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.75,123.5,123.3,,,119.3,,127.5,123.3 [119.3 – 127.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.05,123.85,123.7,,,120,,127.5,123.7 [120 – 127.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.3,124.2,124,,,120.6,,127.6,124 [120.6 – 127.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.6,124.55,124.4,,,121.2,,127.6,124.4 [121.2 – 127.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.85,124.9,124.7,,,121.7,,127.8,124.7 [121.7 – 127.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.15,125.25,125.1,,,122.2,,128,125.1 [122.2 – 128],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.35,125.6,125.4,,,122.6,,128.3,125.4 [122.6 – 128.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.65,125.95,125.8,,,122.9,,128.5,125.8 [122.9 – 128.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.85,126.25,126.1,,,123.3,,128.8,126.1 [123.3 – 128.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,NOR,Norway,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.05,125.15,126.4,,,123.6,,129.1,126.4 [123.6 – 129.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129,124.05,123.9,,,119.6,,127.9,123.9 [119.6 – 127.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.15,124.3,124.2,,,120.3,,127.8,124.2 [120.3 – 127.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.2,124.55,124.4,,,121,,127.7,124.4 [121 – 127.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.35,124.85,124.7,,,121.6,,127.7,124.7 [121.6 – 127.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.5,125.15,125,,,122.2,,127.8,125 [122.2 – 127.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.65,125.45,125.3,,,122.6,,127.9,125.3 [122.6 – 127.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.75,125.7,125.6,,,123.1,,128,125.6 [123.1 – 128],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.85,125.95,125.8,,,123.5,,128.2,125.8 [123.5 – 128.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.95,126.25,126.1,,,123.8,,128.4,126.1 [123.8 – 128.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.05,126.5,126.4,,,124,,128.7,126.4 [124 – 128.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.1,126.75,126.6,,,124.2,,128.9,126.6 [124.2 – 128.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.2,127,126.9,,,124.5,,129.2,126.9 [124.5 – 129.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,POL,Poland,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.3,123.3,127.1,,,124.8,,129.5,127.1 [124.8 – 129.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.05,119.85,119.5,,,114.2,,124.9,119.5 [114.2 – 124.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.6,120.5,120.2,,,115.3,,125,120.2 [115.3 – 125],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.1,121.1,120.8,,,116.3,,125.3,120.8 [116.3 – 125.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.6,121.7,121.4,,,117.2,,125.6,121.4 [117.2 – 125.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.1,122.3,122,,,118.1,,126,122 [118.1 – 126],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.6,122.9,122.6,,,118.9,,126.5,122.6 [118.9 – 126.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.05,123.45,123.2,,,119.6,,126.9,123.2 [119.6 – 126.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.45,124,123.7,,,120.2,,127.3,123.7 [120.2 – 127.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.85,124.55,124.3,,,120.8,,127.9,124.3 [120.8 – 127.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.2,125,124.8,,,121.3,,128.3,124.8 [121.3 – 128.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.5,125.45,125.2,,,121.7,,128.8,125.2 [121.7 – 128.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.8,125.9,125.7,,,122.1,,129.4,125.7 [122.1 – 129.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,PRT,Portugal,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.05,127.85,126.1,,,122.4,,129.9,126.1 [122.4 – 129.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.25,129.55,129.6,,,124.6,,134.4,129.6 [124.6 – 134.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,132.05,129.4,129.5,,,124.7,,134.1,129.5 [124.7 – 134.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.8,129.25,129.3,,,124.7,,133.9,129.3 [124.7 – 133.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.6,129.15,129.2,,,124.6,,133.8,129.2 [124.6 – 133.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.4,129.05,129.1,,,124.4,,133.8,129.1 [124.4 – 133.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131.2,128.9,129,,,124.2,,133.7,129 [124.2 – 133.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,131,128.75,128.8,,,124,,133.8,128.8 [124 – 133.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.8,128.65,128.7,,,123.7,,133.8,128.7 [123.7 – 133.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.65,128.6,128.6,,,123.4,,133.9,128.6 [123.4 – 133.9],,,EN,2017-01-11T00:00:00.000Z
